sch_id,name,province,department,is_double_first,has_graduate_school,is_self_line,source_url
368423,广州大学,广东,广东省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368423.dhtml
368425,广州美术学院,广东,广东省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368425.dhtml
368437,广西中医药大学,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368437.dhtml
368434,广西医科大学,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368434.dhtml
368433,广西师范大学,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368433.dhtml
368430,广西民族大学,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368430.dhtml
678313,广西科技大学,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-678313.dhtml
368431,广西艺术学院,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368431.dhtml
302975686,广西财经学院,广西,广西壮族自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-302975686.dhtml
302972737,应急管理大学,河北,应急管理部,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-302972737.dhtml
367844,应急管理部国家自然灾害防治研究院,北京,应急管理部,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-367844.dhtml
368577,延安大学,陕西,陕西省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368577.dhtml
368195,徐州医科大学,江苏,江苏省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368195.dhtml
3416382198,徐州工程学院,江苏,江苏省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-3416382198.dhtml
3274412563,德州学院,山东,山东省教育厅,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-3274412563.dhtml
3274412776,惠州学院,广东,广东省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-3274412776.dhtml
368492,成都体育学院,四川,四川省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368492.dhtml
368483,成都信息工程大学,四川,四川省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368483.dhtml
302982288,成都医学院,四川,四川省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-302982288.dhtml
368470,成都大学,四川,四川省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368470.dhtml
368161,扬州大学,江苏,江苏省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368161.dhtml
367981,承德医学院,河北,河北省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-367981.dhtml
2807891970,攀枝花学院,四川,四川省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-2807891970.dhtml
368611,新疆农业大学,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368611.dhtml
368615,新疆医科大学,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368615.dhtml
368606,新疆师范大学,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368606.dhtml
688909475,新疆艺术学院,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-688909475.dhtml
368608,新疆财经大学,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368608.dhtml
368515,昆明医科大学,云南,云南省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368515.dhtml
2125725192,昆明学院,云南,云南省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-2125725192.dhtml
368512,昆明理工大学,云南,云南省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368512.dhtml
368505,昆明贵金属研究所,云南,转制科研单位,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368505.dhtml
499723211,昌吉学院,新疆,新疆维吾尔自治区,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-499723211.dhtml
368426,星海音乐学院,广东,广东省,0,0,0,https://yz.chsi.com.cn/sch/schoolInfo--schId-368426.dhtml
